voc_id,created_at,user_id,publisher,ad_type,ad_name,category,voc_content,log_matching,daily_query_cnt,actual_risk_level
VOC-53C809F2,2025-06-13 11:32,U940010,캐시워크,오퍼월,오퍼월 미션 참여,리워드미지급,리워드 지급이 아직 안 됐는데 확인 부탁드립니다.,Match,1,Low
VOC-CB806693,2025-06-15 15:56,U423528,카카오뱅크,CPA,게임 레벨 달성,리워드미지급,리워드 미적립 문의드립니다. 게임 레벨 달성 참여 완료했습니다.,Match,3,Low
VOC-CE14928D,2025-06-14 19:40,U131757,신한SOL,CPA,서비스 가입,리워드미지급,서비스 가입 완료했는데 리워드 누락된 것 같아요. 확인 부탁드립니다.,Match,3,Low
VOC-595DBB4E,2025-06-24 15:13,U311883,OK캐쉬백,CPA,SNS 팔로우,리워드미지급,리워드 미적립 문의드립니다. SNS 팔로우 참여 완료했습니다.,Match,3,Low
VOC-7BA48351,2025-06-29 23:16,U624902,리브메이트,CPA,게임 레벨 달성,리워드미지급,개같은 서비스 리워드 미적립 문의드립니다. 게임 레벨 달성 참여 완료했습니다.,Match,3,Low
VOC-11ADB294,2025-06-12 04:17,U297636,포인트타운,CPA,라이브커머스 시청,리워드미지급,화면이 하얗게 되면서 미션 완료가 안 됐는데 리워드도 안 들어왔어요.,No_Record,8,Medium
VOC-7916FF01,2025-06-27 20:11,U970720,OK캐쉬백,CPA,플레이스 검색+저장하기,리워드미지급,어제 참여한 플레이스 검색+저장하기 리워드가 아직 안 들어왔어요.,Match,3,Low
VOC-8AF4601B,2025-06-14 06:31,U381581,네이버페이,CPA,쇼핑 정답 입력하기,리워드미지급,"리워드 안 들어왔어요
김철수
010-2222-2222",No_Record,30,Grey
VOC-DB82F602,2025-06-27 17:45,U417212,리브메이트,CPI,신규 앱 체험,광고참여불가,광고 버튼을 눌러도 아무 반응이 없어요.,Match,1,Low
VOC-DD8428D2,2025-06-11 21:38,U154909,리브메이트,CPA,서비스 가입,리워드미지급,미션 완료했는데 포인트 반영이 안 돼요.,Match,1,Low
VOC-232F4F8E,2025-06-06 14:58,U659024,네이버페이,CPA,멀티미션 완료,리워드미지급,미션 완료했는데 포인트 반영이 안 돼요.,Match,3,Low
VOC-8B577300,2025-06-22 10:16,U900441,리브메이트,CPA,앱 설치+실행,리워드미지급,앱 설치+실행 미션 중간에 앱이 꺼졌는데 이후 단계 리워드가 누락됐습니다.,Match,5,Medium
VOC-64F18423,2025-06-15 05:10,U322182,캐시워크,CPS,쇼핑몰 구매 리워드,광고참여불가,다른 계정으로도 해봤는데 같은 광고가 안 되네요. 왜 그런 건가요?,No_Record,14,Grey
VOC-7B014580,2025-06-01 17:35,U531319,신한SOL,CPA,멀티미션 완료,리워드미지급,다른 사람들도 같은 문제 겪고 있다는데 멀티미션 완료 광고 오류 확인 부탁합니다.,Match,6,Medium
VOC-39C6456B,2025-06-27 03:29,U223172,캐시워크,CPA,플레이스 검색+저장하기,리워드미지급,미션 완료했는데 포인트 반영이 안 돼요.,Match,3,Low
VOC-BE39A4CF,2025-06-04 16:09,U352674,신한SOL,CPA,라이브커머스 시청,기타,앱이 자꾸 튕겨요. 여러 기기에서 동일 증상입니다.,Match,8,Medium
VOC-53074AFA,2025-06-27 05:34,U408036,카카오뱅크,CPA,쇼핑 정답 입력하기,광고참여불가,광고 버튼을 눌러도 아무 반응이 없어요.,Match,3,Low
VOC-48943379,2025-06-02 18:23,U867934,네이버페이,CPA,플레이스 검색+저장하기,리워드미지급,광고 참여 완료 후 리워드 미지급입니다. 적립 부탁합니다.,Match,3,Low
VOC-EAD7CE90,2025-06-16 06:55,U520521,포인트타운,CPE,앱 이벤트 달성,기타,포인트 사용 방법이 궁금합니다.,Match,1,Low
VOC-4B2CA964,2025-06-23 11:29,U611751,카카오뱅크,CPA,라이브커머스 시청,리워드미지급,"리워드 안 들어왔어요
김철수
010-2222-2222",No_Record,18,Grey
VOC-47640647,2025-06-04 09:50,U516774,네이버페이,CPA,서비스 가입,리워드미지급,스크린샷 보내드립니다. 분명 완료했는데 로그에 안 잡힌다니 이해가 안 됩니다.,No_Record,8,Grey
VOC-E96791EE,2025-06-08 12:05,U866260,캐시워크,오퍼월,오퍼월 앱 설치,광고참여불가,다른 계정으로도 해봤는데 같은 광고가 안 되네요. 왜 그런 건가요?,No_Record,32,Grey
